explained_variance,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,total_timesteps,clipfrac,serial_timesteps,n_updates,policy_entropy
0.7616455107927322,-0.00011170735,6.1412345e-07,257,0.00030208000000000004,1500.0,838.1777713298798,0.0039094132,219136,0.04018555,219136,107,1.1544521
0.5887738764286041,0.00014892482,7.3963756e-06,253,0.00030219000000000003,1500.0,846.139652967453,0.0025307818,221184,0.023144532,221184,108,1.1429604
0.7184102237224579,-9.982359e-05,4.748462e-08,252,0.00030233,1500.0,854.2140765190125,0.002924999,223232,0.024658203,223232,109,1.1304778
0.6956569850444794,-0.0026825513,5.8328453e-08,256,0.00030251,1500.0,862.3347570896149,0.0042515984,225280,0.039453126,225280,110,1.1087278
0.7536703795194626,-0.001992964,2.4836848e-07,250,0.00030257,1500.0,870.3234910964966,0.0038115052,227328,0.041552734,227328,111,1.0945296
0.7653138786554337,-0.0010105721,1.23908e-06,256,0.00030262,1500.0,878.5157108306885,0.0039521204,229376,0.04633789,229376,112,1.0850468
0.5195340812206268,0.000923499,1.1519793e-05,252,0.00030273999999999996,1500.0,886.5186851024628,0.0024970407,231424,0.021679688,231424,113,1.0778248
0.6268555819988251,-0.0017029902,1.8609427e-08,258,0.00030279,1500.0,894.6179885864258,0.0043331995,233472,0.047167968,233472,114,1.0703204
0.5161238610744476,5.0452538e-05,4.537941e-08,254,0.00030293999999999997,1500.0,902.5314815044403,0.0033710212,235520,0.031640626,235520,115,1.0700037
0.49463558197021484,-0.0010878197,2.181967e-08,249,0.00030295,1500.0,910.5895133018494,0.0038203816,237568,0.04296875,237568,116,1.0684733
0.7366663813591003,0.0005405633,1.9896783e-08,252,0.00030299,1500.0,918.8016400337219,0.0028965012,239616,0.02631836,239616,117,1.06289
0.40501177310943604,-0.00095166423,5.4363454e-08,258,0.00030303999999999997,1500.0,926.9206187725067,0.002256676,241664,0.021142578,241664,118,1.0610518
0.3105931282043457,-0.0009365773,8.3429507e-07,253,0.00030309,1500.0,934.8459689617157,0.0037871427,243712,0.03984375,243712,119,1.0566897
0.536228597164154,-0.0001176501,4.8796564e-06,248,0.00030314,1500.0,942.9136056900024,0.0026490225,245760,0.024951171,245760,120,1.0472162
0.39304375648498535,-0.0007550913,3.4314287e-08,263,0.00030312,1500.0,951.1615235805511,0.0034756109,247808,0.03564453,247808,121,1.0449514
0.5245570838451385,-0.0010971333,8.392167e-07,249,0.00030310000000000005,1500.0,958.9397089481354,0.004078838,249856,0.04477539,249856,122,1.0338395
0.5678167343139648,-0.0022230109,2.0608297e-05,254,0.00030301000000000004,1500.0,967.1631951332092,0.0040116,251904,0.046972655,251904,123,1.0167251
0.5849575698375702,-0.0031890895,2.5184082e-08,253,0.00030279,1500.0,975.2194871902466,0.0039444966,253952,0.042773437,253952,124,1.0013335
0.5586043000221252,-0.0011556585,2.2763283e-08,264,0.00030274,1500.0,983.2944822311401,0.0037943858,256000,0.039208986,256000,125,0.9891512
0.6213585436344147,-0.00012005805,2.7503907e-08,257,0.00030258,1500.0,991.0425140857697,0.002911793,258048,0.022460938,258048,126,0.9673026
0.47960901260375977,0.0012092681,4.1698478e-08,250,0.00030245,1500.0,998.9984660148621,0.003372769,260096,0.035839844,260096,127,0.9542702
0.6642906367778778,0.0008995662,1.3605107e-07,251,0.00030233999999999995,1500.0,1007.1942002773285,0.0034600298,262144,0.038183592,262144,128,0.9483059
